czone,china_exposure,working_age_25_64_cz,pop2000_cz,gpt_exposure,china_above_average_mass,gpt_above_average_mass,china_exposure_z,gpt_exposure_z,china_pctile,gpt_pctile,adult25p_1990,hs_less_1990,ba_plus_1990,hs_less_share_1990,ba_share_1990,adult25p_2024,hs_less_2024,ba_plus_2024,hs_less_share_2024,ba_share_2024
12100,0.0244587849054153,262202.0,509606,0.3236787477937054,925.0397558241207,0.0,0.20690764995905997,-0.01342655527601796,0.6934812760055479,0.5159500693481276,296957,157737,57245,0.5311779146475752,0.1927720174974828,356919,128369,113417,0.35965863403181114,0.3177667762153318
12200,0.0229771997571777,752238.0,1286045,0.323196789960185,1539.3654813186438,0.0,0.13324981479149126,-0.03719005430702796,0.6768377253814147,0.5034674063800277,676036,381606,111419,0.5644758563153441,0.16481222893455377,995443,360024,332954,0.3616721399417144,0.3344782172359442
12301,0.0105843914496898,89299.0,154452,0.3181570637350752,0.0,0.0,-0.48286558880988917,-0.2856796958015365,0.37447988904299584,0.40083217753120665,81224,43660,15282,0.5375258544272629,0.18814636068157195,134233,39569,51923,0.29477848219141345,0.3868124827724926
12302,0.0139160017573871,42230.0,83975,0.2927122255691295,0.0,0.0,-0.3172327170314079,-1.5402674315874862,0.44382801664355065,0.05409153952843273,44618,26645,6814,0.5971805101080282,0.1527186337352638,65312,22022,22447,0.3371815286624204,0.3436887555120039
12401,0.0110574047860264,36979.0,84783,0.3091328681659255,0.0,0.0,-0.459349465959044,-0.7306282945134563,0.3841886269070735,0.1955617198335645,56012,36961,5766,0.6598764550453474,0.1029422266657145,60409,26479,11864,0.43832872585210814,0.19639457696700824
12402,0.0144472359600566,48823.0,104421,0.2911561437350848,0.0,0.0,-0.2908221112136114,-1.616991880457615,0.4604715672676838,0.044382801664355064,57941,40091,5590,0.6919279957197839,0.09647745120035899,77774,34007,15738,0.4372540951989097,0.20235554298351635
12501,0.0281113080503727,586808.0,1179009,0.3410595698567177,4213.568507055124,0.0,0.3884948831174318,0.8435553620747869,0.7614424410540915,0.8085991678224688,745815,436955,128626,0.585875853931605,0.17246368067148019,810735,322474,232345,0.39775512343737474,0.28658562908965324
12502,0.0518917372317033,56807.0,109851,0.3069425967876296,1758.796890544543,0.0,1.570752234263332,-0.8386222063368259,0.9431345353675451,0.1622746185852982,62607,46113,5941,0.7365470314821027,0.09489354225565831,78113,41506,13206,0.5313584166527978,0.16906276804117112
12600,0.0351148898808406,47330.0,104034,0.3181149366045673,671.3320819189495,0.0,0.736681875046197,-0.28775682362346866,0.8391123439667129,0.39944521497919555,67744,47846,7013,0.7062765706188002,0.10352208313651394,66702,33501,12818,0.5022488081316901,0.19216815088003358
12701,0.0262357412681245,1130030.0,1954800,0.3499988223881521,5994.721480851924,4331.1402355278215,0.2952500304291204,1.2843157441958613,0.7309292649098474,0.9001386962552012,1127176,643731,222369,0.571100697672768,0.19727975045600687,1493774,534133,559303,0.3575728323026107,0.3744227707805866
12702,0.1456049285157712,27210.0,52963,0.3073826267983113,3392.3825240224583,0.0,6.229756007917339,-0.8169260080282084,1.0,0.17198335644937587,31984,24952,2672,0.7801400700350175,0.08354177088544272,37467,20613,6816,0.5501641444471135,0.18192008967891746
12800,0.0907376122155834,73459.0,134026,0.3115328421172421,5127.937233887809,0.0,3.5019966584574096,-0.6122947501658528,0.986130374479889,0.24687933425797504,74792,55639,7016,0.7439164616536528,0.09380682425927907,101499,51780,21383,0.5101528093872846,0.2106720263253825
12901,0.0311760284708976,332410.0,525970,0.336186875460203,3405.610130288099,0.0,0.5408591747264776,0.6033014217576511,0.7988904299583911,0.7572815533980582,286929,157522,64774,0.5489929564456713,0.22574922716072618,436834,151758,167962,0.3474042771395999,0.3844984593690052
12902,0.0410626656239282,23926.0,40195,0.2957321913199632,481.67456592779945,0.0,1.0323788762068433,-1.391364460824625,0.8918169209431346,0.07073509015256588,21923,17584,1688,0.8020800072982712,0.07699676139214523,32412,17945,5773,0.5536529680365296,0.17811304455140073
12903,0.0277706642839914,48317.0,86667,0.3251619880632571,330.4808118640367,0.0,0.3715595875491546,0.059706354403629584,0.7586685159500693,0.5478502080443828,49985,37843,4825,0.7570871261378413,0.09652895868760628,66279,33162,14501,0.5003394740415517,0.2187872478462258
13000,0.0195492348824095,106037.0,176597,0.3452935750813459,0.0,0.0,-0.03717337823676319,1.0523179799947324,0.6019417475728155,0.8543689320388349,95477,65211,10086,0.6830021890088712,0.10563800705929177,139498,63874,29501,0.45788470085592625,0.21147973447647994
13101,0.0229809387910851,684691.0,1100767,0.343214863014031,1403.6986730048395,0.0,0.1334357029556409,0.9498246314862757,0.6782246879334258,0.841886269070735,656334,391622,110432,0.5966809581706874,0.16825579659136963,908078,339861,303221,0.3742641050658644,0.3339151482581893
13102,0.0834619833757241,26811.0,49985,0.3019062616663456,1676.5230521157657,0.0,3.140284697140676,-1.0869446454603486,0.9805825242718447,0.10957004160887657,28745,20090,3431,0.6989041572447382,0.11935988867629153,36540,18230,6452,0.4989053092501368,0.1765736179529283
13103,0.0259539534995187,41047.0,66605,0.2924477202736917,206.18460798417323,0.0,0.2812407937430662,-1.5533091769325538,0.7184466019417476,0.049930651872399444,35167,27024,2859,0.7684476924389342,0.0812978076037194,55129,27258,11574,0.4944403127210724,0.20994394964537721
13200,0.0242301144340752,94100.0,177640,0.3189354056736607,310.46371451965797,0.0,0.19553916944635027,-0.24730262914350848,0.6879334257975035,0.420249653259362,107155,77500,10966,0.7232513648453175,0.10233773505669358,128943,62571,26718,0.48526092924780717,0.20720783602056722
13300,0.0253865237278435,118283.0,246623,0.3101234577882166,527.0341401390964,0.0,0.25303070494665747,-0.6817861056491338,0.710124826629681,0.21081830790568654,150101,100022,19024,0.6663646478038121,0.12674132750614586,164097,78241,37483,0.4767972601571022,0.22841977610803366
13400,0.0206305507501842,122399.0,260393,0.311283584979084,0.0,0.0,0.016584845546303906,-0.6245846671443298,0.6199722607489597,0.23994452149791956,159874,111180,16187,0.6954226453331999,0.10124848318050465,171239,80802,36243,0.4718668060430159,0.21165155134052407
13501,0.0206974492551287,413465.0,834343,0.3225925186763084,0.0,0.0,0.019910742175343568,-0.06698436216998306,0.6227461858529819,0.49375866851595007,505330,298290,80049,0.5902875348781984,0.15840935626224448,566415,221167,161033,0.39046811966491,0.28430214595305564
13502,0.0438822887350245,46517.0,98981,0.3124700631279774,1067.633524670446,0.0,1.172558017850407,-0.5660839635960583,0.912621359223301,0.27600554785020803,60158,42934,5991,0.7136872901359753,0.099587752252402,65251,33780,10752,0.5176932154296486,0.1647790838454583
13600,0.0298858251078167,325226.0,657906,0.3273023847270858,2912.40086540578,0.0,0.476715992160493,0.16524113464642828,0.7808599167822469,0.5977808599167822,399642,246005,62126,0.6155634292691959,0.15545413144764564,450945,187388,128050,0.41554513299848095,0.28395924114914234
13700,0.0491918582977765,193873.0,372184,0.2870026985580857,5479.052500978645,0.0,1.4365262414311741,-1.8217823902788328,0.9348127600554785,0.0319001386962552,198457,133937,23428,0.6748917901610928,0.11805076162594416,260071,143144,47635,0.5504035436476962,0.1831615212768821
13800,0.0309871913800203,64618.0,129528,0.3087465270744944,649.8226801848049,0.0,0.5314710330257397,-0.7496772973791266,0.7933425797503467,0.1900138696255201,74734,50261,9529,0.672531913185431,0.1275055530280729,90057,44585,20993,0.49507534117281277,0.23310792053921406
13900,0.0310880893109037,92775.0,192308,0.3140737439460445,942.3407670677033,0.0,0.5364872301512298,-0.4870125907171839,0.7947295423023578,0.30513176144244103,118159,78011,13638,0.6602205502754762,0.11542074662107837,129044,64863,24256,0.5026425095316326,0.18796689501255387
14000,0.0194991195161868,193416.0,415487,0.3189472796667328,0.0,0.0,-0.03966489172755707,-0.24671716792005977,0.5977808599167822,0.42163661581137307,261978,178469,32173,0.6812365923856202,0.12280802204765286,268003,128356,56357,0.47893493729547804,0.21028495949672205
14100,0.0322818123661027,310312.0,557161,0.3284560362261935,3522.349500160725,0.0,0.5958338401926213,0.22212328153658695,0.8030513176144244,0.6227461858529819,314828,185191,49164,0.5882291282859212,0.15616145959063363,415256,175952,113772,0.4237193442117633,0.2739803880016183
14200,0.0147728482378641,1046834.0,1507346,0.3490298848825401,0.0,2997.9527347499434,-0.27463411451574277,1.2365411384642053,0.46601941747572817,0.8876560332871013,819147,451797,170890,0.5515456932638464,0.208619454139489,1334495,457435,530339,0.3427776050116336,0.3974080082727923
14300,0.0275233952596363,92883.0,163284,0.3305336021247711,612.3382747136777,0.0,0.35926646956018254,0.32456011684454333,0.7572815533980582,0.6782246879334258,93371,65172,10901,0.6979897398549871,0.11674931188484647,123383,59406,30476,0.48147637843138846,0.2470032338328619
14400,0.0238903538005998,128713.0,261832,0.3178661296539232,380.93062217613493,0.0,0.17864777932494616,-0.30002454357596453,0.6865464632454924,0.3883495145631068,156930,103680,21619,0.6606767348499331,0.1377620595169821,176213,84342,38127,0.47863664996339655,0.21636882636354865
14500,0.0190038097801425,172897.0,347966,0.3329060875791039,0.0,0.0,-0.06428949257337514,0.44153830844963154,0.5852981969486823,0.710124826629681,197799,121051,34663,0.6119899493930707,0.17524355532636668,232249,102447,65682,0.4411084654831668,0.2828085373887509
14600,0.0406319190193308,142472.0,280923,0.3502240069223828,2806.855143412988,578.1442872283786,1.0109640675890827,1.2954187330650386,0.883495145631068,0.9015256588072122,152442,97594,26897,0.6402041432151244,0.17644087587410293,194846,81152,60531,0.4164930252609753,0.31066072693306507
14700,0.0291029425420708,206417.0,388604,0.3242473256810381,1686.8652562738052,0.0,0.4377945470772523,0.0146078476010788,0.7753120665742025,0.5325936199722607,239655,154712,32058,0.6455613277419624,0.13376729048006508,284009,119380,74986,0.42033879208053265,0.26402684421972544
14801,0.1130091310837086,24966.0,55642,0.3001248687070499,2298.8271432422052,0.0,4.609237688560313,-1.1747783249191133,0.9916782246879334,0.0957004160887656,39000,26026,3821,0.6673333333333333,0.09797435897435898,36271,16031,6304,0.4419784400760938,0.17380276253756444
14802,0.0141482922809956,25536.0,54708,0.3299780860474326,0.0,0.0,-0.3056842635933479,0.2971697419042316,0.44798890429958393,0.6601941747572816,35690,23475,3440,0.6577472681423367,0.0963855421686747,35192,16722,6258,0.47516481018413276,0.1778245055694476
14900,0.015948919104282,367857.0,675971,0.3207503263785619,0.0,0.0,-0.21616509292286631,-0.15781582467090477,0.49375866851595007,0.4590846047156727,401728,256835,55303,0.6393256133503266,0.13766279671817747,498277,216280,132431,0.4340557561356434,0.26577787054188734
15000,0.0323543062431106,344644.0,700866,0.3208021961993583,3937.0363893243016,0.0,0.5994379138765793,-0.15525832202128334,0.8044382801664355,0.4604715672676838,427031,294131,53270,0.6887813765276994,0.12474504192904028,485127,241183,111534,0.497154353396121,0.22990680790803233
15100,0.0254363135258329,225288.0,423702,0.3108268248176963,1015.033884668337,0.0,0.255506032630451,-0.6471057652521393,0.7128987517337032,0.2274618585298197,254125,164961,31048,0.6491333005410723,0.12217609444171175,316681,130224,85917,0.4112150713178246,0.27130456200403563
15200,0.0269049405540119,1310768.0,2661167,0.3516771812523668,7830.687558534714,7223.805736191792,0.32851964760420016,1.3670692061577259,0.7503467406380028,0.9112343966712899,1698542,969079,328470,0.5705357889295642,0.19338350185041053,1815541,670209,636221,0.36915112354939933,0.35043053282740516
15300,0.0185436129669443,95729.0,202967,0.3267961579686099,0.0,0.0,-0.0871684348005669,0.14028102766643855,0.5714285714285714,0.5866851595006934,130583,87259,15719,0.6682263388036728,0.12037554658722804,137257,64292,29816,0.46840598293711794,0.2172275366647967
15400,0.036307954285659,94446.0,188410,0.3129485143544897,1452.3089334146455,0.0,0.7959957399151464,-0.5424933619565698,0.8488210818307905,0.2871012482662968,112506,83913,9716,0.7458535544770946,0.0863598385863865,132015,72096,23582,0.546119759118282,0.17863121614967997
15500,0.0216139085573783,56056.0,132008,0.3223799569303399,38.291276671457226,0.0,0.06547302950198503,-0.07746496958631359,0.6490984743411928,0.4909847434119279,96516,69710,9160,0.7222636661278959,0.09490654399270587,83063,41046,17276,0.49415503894634194,0.20798670888361845
15600,0.0100258237365178,86076.0,195637,0.3232364013735536,0.0,0.0,-0.510635095406044,-0.03523696688374657,0.36615811373092927,0.5062413314840499,137354,97048,15744,0.7065538681072265,0.11462352752741092,125334,61953,27438,0.4943032217913734,0.21891904830293457
15700,0.0077667072771085,114470.0,225682,0.3237440006227118,0.0,0.0,-0.6229483350395895,-0.010209187633007901,0.29680998613037446,0.5187239944521498,138314,101781,11628,0.7358691094177018,0.08406958080888413,155327,88268,26519,0.5682720969309908,0.17073013706567436
15800,0.0117566904079451,64780.0,142321,0.3427715685252764,0.0,0.0,-0.42458408974316547,0.9279674742386684,0.40499306518723993,0.8349514563106796,81231,56748,11408,0.6986002880673634,0.14043899496497642,90209,44315,21664,0.4912481016306577,0.24015342149896352
15900,0.0158861238900863,1155356.0,1663807,0.3580270894543656,0.0,13703.71538445721,-0.2192869921549429,1.6801589142406954,0.492371705963939,0.9486823855755895,908176,489191,203416,0.538652199573651,0.22398301650781346,1465959,498783,588131,0.34024348566365087,0.4011919842232968
16000,0.0250355225315212,160474.0,326186,0.3145099202072324,658.6982186876534,0.0,0.23558048394985442,-0.4655064060694974,0.6976421636615812,0.32038834951456313,200121,140448,21460,0.7018154016819824,0.10723512275073581,224102,118416,40528,0.5284022454061097,0.18084622180971166
16100,0.0218368166282064,157911.0,310658,0.3271715177186171,143.0670152519863,0.0,0.07655502904693705,0.15878858255027975,0.651872399445215,0.5936199722607489,176857,119553,31283,0.6759868142058273,0.17688301848385984,219731,102666,68970,0.46723493726420035,0.31388379427572805
16200,0.022084145378396,184651.0,411749,0.3209032972709732,212.962896909019,0.0,0.08885111633921125,-0.15027341452469473,0.6601941747572816,0.463245492371706,280928,213112,28131,0.758600068344914,0.10013597790181114,271004,144382,59233,0.5327670440288704,0.21856872961284704
16300,0.0167072386278934,1272235.0,2561364,0.3552653552603919,0.0,11576.446132064617,-0.1784648132319145,1.543988354747912,0.521497919556172,0.9320388349514563,1773168,1104509,322010,0.6229014960793338,0.18160151773548813,1800597,651440,686283,0.3617911170572871,0.3811419212627812
16400,0.0177458774219872,356351.0,809682,0.3186676098190742,0.0,0.0,-0.12682830406130924,-0.2605066193857478,0.5520110957004161,0.4119278779472954,541670,372021,66333,0.6868037735152399,0.12246016947588015,519458,254326,120814,0.48959877410685754,0.2325770322143465
16500,0.0250372654310373,299657.0,659098,0.3178783559792075,1230.5254633191705,0.0,0.23566713317512725,-0.2994217101975253,0.6990291262135923,0.3897364771151179,414513,278306,57760,0.6714047569075035,0.1393442425207412,429500,206066,110333,0.47978114086146684,0.2568870779976717
16600,0.02650003393976,247115.0,468038,0.3496247206171721,1376.236587058833,854.687739347019,0.30838948857398707,1.2658702154506447,0.7420249653259362,0.8945908460471568,277840,164323,49705,0.5914303196084078,0.17889792686438238,347585,135374,112551,0.38947020153343787,0.32380856481148496
16701,0.0110072723937166,28469.0,60271,0.3278637956731178,0.0,0.0,-0.4618418259112909,0.19292216303553442,0.3800277392510402,0.608876560332871,39702,30224,4239,0.7612714724699008,0.10677043977633369,42000,25172,7732,0.5993333333333334,0.1840952380952381
16702,0.0110245901708419,144411.0,259942,0.3535215649353642,0.0,1062.216302965035,-0.4609808629254771,1.458008717491271,0.3814147018030513,0.9209431345353676,160739,106754,25955,0.6641449803719073,0.16147294682684352,195410,85051,63504,0.43524384627194107,0.3249782508571721
16703,0.0136550925535452,19661.0,40323,0.3181095941348828,0.0,0.0,-0.33020396418055,-0.2880202403880494,0.4368932038834951,0.39805825242718446,25646,19513,2647,0.7608593932777041,0.10321297668252359,28361,16908,5237,0.5961707979267303,0.18465498395684216
16801,0.0086257985915421,77825.0,174251,0.3319023766908264,0.0,0.0,-0.5802381293469147,0.3920491601007499,0.3273231622746186,0.7004160887656034,115216,84626,11723,0.7344986807387863,0.10174802110817942,114012,62400,23318,0.5473108093884854,0.2045223309827036
16802,0.0030230203147061,25938.0,58143,0.3302704072704108,0.0,0.0,-0.858783388312644,0.31158298434132453,0.1539528432732316,0.6685159500693482,37295,29835,3116,0.7999731867542565,0.0835500737364258,38163,23288,7201,0.6102245630584597,0.18869061656578362
16901,0.0091575828396919,158052.0,347345,0.3555014283910744,0.0,1475.474170006673,-0.5538001777101007,1.5556282186987576,0.34257975034674065,0.9348127600554785,232991,159148,32432,0.6830650110948492,0.13919850981368379,226001,110664,56690,0.48966155017013197,0.2508395980548759
16902,0.0037588248946125,9891.0,23028,0.3197277929120054,0.0,0.0,-0.8222024516538512,-0.20823304242665935,0.17891816920943135,0.43411927877947293,15013,12304,1002,0.8195563844667955,0.06674215679744222,14741,9854,2002,0.6684756800759786,0.13581168170409064
17000,0.000719767115961,89786.0,204354,0.3537018442361342,0.0,676.6082217013628,-0.973290910653935,1.4668976008980772,0.0651872399445215,0.9223300970873787,129570,103159,9449,0.7961642355483523,0.07292583159682026,124709,72831,18721,0.5840075696220802,0.15011747347825738
17100,0.0127917218276967,161525.0,344380,0.3369942741266108,0.0,0.0,-0.3731269232077111,0.6431111646280496,0.42302357836338417,0.7669902912621359,217746,148891,27586,0.683782939755495,0.12668889439989714,227568,106544,51653,0.46818533361456793,0.2269783097799339
17200,0.022665198989187,98737.0,174641,0.3123255432924763,171.24749186395556,0.0,0.11773852192509689,-0.5732096844206526,0.6726768377253814,0.27184466019417475,93984,64646,13690,0.6878404834865509,0.14566309159005789,138502,68589,37112,0.49522028562764436,0.2679528093457134
17300,0.0403187757744583,100766.0,188559,0.3168135179670128,1953.646867512268,0.0,0.9953959758448493,-0.3519248034373212,0.8793342579750347,0.36615811373092927,116834,78373,15861,0.6708064433298526,0.13575671465498057,147997,66974,40992,0.4525362000581093,0.2769785874037987
17400,0.0328935780192277,278414.0,408535,0.3185697921703416,3330.599631513504,0.0,0.6262481121584708,-0.2653296338471882,0.8141470180305131,0.4091539528432732,238359,168289,28871,0.7060316581291246,0.12112401881196011,376076,178497,94864,0.4746301279528606,0.2522468862676693
17501,0.0167730044958226,74026.0,155822,0.3161729297204229,0.0,0.0,-0.1751952262862412,-0.3835097619510654,0.5228848821081831,0.3522884882108183,99088,70542,10502,0.7119126433069595,0.1059865977716777,107359,56026,23045,0.5218565746700323,0.21465363872614313
17502,0.0243339230614039,82594.0,115649,0.3193270762431201,281.0759892877612,0.0,0.20070007347528476,-0.2279908500821759,0.6893203883495146,0.42441054091539526,62820,40840,9558,0.6501114294810569,0.15214899713467048,114310,48561,34806,0.42481847607383433,0.30448779634327705
17600,0.0203633938494672,188039.0,273489,0.3575884157033915,0.0,2147.8489687896763,0.0033029906490005703,1.6585295879154873,0.6158113730929264,0.9445214979195562,143188,80558,34910,0.5626030114255385,0.24380534681677235,259800,87668,110246,0.3374441878367975,0.42434949961508855
17700,0.0221095415888283,532457.0,1080612,0.3394169653353514,627.6191736775153,0.0,0.09011370315990679,0.7625648101281517,0.6615811373092927,0.7947295423023578,696374,387936,133997,0.5570799599066019,0.19242102663224073,738015,278935,234685,0.37795302263504127,0.31799489170274314
17800,0.0378052728585528,71068.0,161132,0.3148888871119368,1199.2336975237713,0.0,0.8704357710984664,-0.44682099617181426,0.8626907073509015,0.3300970873786408,100098,61835,15628,0.6177446102819237,0.15612699554436651,106073,47503,29237,0.44783309607534433,0.2756309334137811
17900,0.0635129949467946,133719.0,294558,0.3302630517503663,5694.046005569955,0.0,2.1485095681811774,0.3112203117561045,0.9625520110957004,0.6671289875173371,198038,112944,37532,0.5703147880709762,0.18951918318706512,193817,80716,54860,0.41645469695640736,0.28305050640552687
18000,0.0254145314204632,1218246.0,2369699,0.3482180409565402,5462.264904869748,2499.8216394857095,0.25442312306643944,1.1965122168303088,0.7115117891816921,0.883495145631068,1526719,832977,310839,0.5455994194085486,0.20359935259861178,1683410,582236,608896,0.34586701991790475,0.36170392239561366
18100,0.028756145365931,161486.0,346894,0.3307291954556608,1263.6806778514797,0.0,0.420553331297606,0.33420407655595374,0.7711511789181692,0.6837725381414702,213360,120170,44682,0.5632264716910386,0.2094206974128234,228095,87441,79246,0.38335342730002847,0.347425414849076
18201,0.0468733635423387,85047.0,197898,0.3112523417230374,2206.335598501914,0.0,1.3212609765653287,-0.6261251527079019,0.9278779472954231,0.23717059639389737,123065,82421,16024,0.6697355056271076,0.13020761386259294,122932,62029,26646,0.504579767676439,0.21675397780886996
18202,0.0384260128589037,17378.0,41086,0.3107125370252944,304.03148149747324,0.0,0.9012962077612877,-0.6527408595593763,0.8654646324549237,0.22468793342579751,26927,20448,2576,0.7593864893972593,0.09566606008838711,26048,14084,5092,0.5406941031941032,0.19548525798525798
18300,0.0110248492791874,120849.0,250613,0.3285257314733409,0.0,0.0,-0.46096798120900867,0.22555968784200084,0.3828016643550624,0.6269070735090153,146641,93916,20375,0.6404484421137335,0.1389447698801836,163848,70466,41061,0.4300693325521215,0.25060421854401643
18400,0.015569522168602,83800.0,169879,0.3294415125478361,0.0,0.0,-0.235027024000294,0.2707133530857525,0.4854368932038835,0.6490984743411928,106095,65563,15892,0.6179650313398369,0.14979028229417032,117590,51380,32665,0.4369419168296624,0.2777872268050004
18500,0.0504720991350651,54280.0,110160,0.3222712230955906,1603.5006939068946,0.0,1.5001741314494876,-0.08282621946543517,0.9375866851595007,0.4895977808599168,73896,49765,8334,0.6734464653025874,0.11278012341669373,76558,35476,17213,0.46338723582120744,0.2248360719977011
18600,0.0094854986799231,586892.0,1061509,0.3547982879528853,0.0,5066.187477423949,-0.537497658116599,1.520959050652414,0.34951456310679613,0.9278779472954231,673766,357885,152133,0.5311710593885711,0.2257950089496947,813720,262436,324814,0.3225138868406823,0.39917170525487883
18700,0.045065783269135,95057.0,191962,0.3035130231101591,2294.1973128484888,0.0,1.2313961112390495,-1.0077213786981323,0.9209431345353676,0.11789181692094314,122801,93010,14192,0.7574042556656705,0.11556909145690995,135801,75185,31294,0.5536409893888852,0.2304401293068534
18800,0.0267749583262896,464412.0,857487,0.3184369610914749,2714.08850274975,0.0,0.322057508377392,-0.27187902674921904,0.7447988904299584,0.40360610263522884,540392,365881,76084,0.6770659077114392,0.14079409021599135,654613,299896,177562,0.45812716826583033,0.2712472865647337
18900,0.044504815404093,106128.0,227275,0.3160129217728518,2501.8611063584003,0.0,1.2035072797488595,-0.39139914239600154,0.9195561719833565,0.34674063800277394,144430,99952,17677,0.692044589074292,0.12239146991622239,152333,78089,34981,0.5126203777251154,0.229635075787912
19000,0.0358805244632366,386478.0,637958,0.3236444445842107,5777.732326231412,0.0,0.7747458269802447,-0.015117915450898568,0.8474341192787794,0.5145631067961165,399580,256079,69358,0.6408704139346314,0.17357725611892488,533024,220669,176120,0.41399449180524706,0.3304166416521582
19100,0.0346322641933854,633342.0,1114959,0.3139748725386024,8677.700797061989,0.0,0.712687868777643,-0.49188756199378425,0.8321775312066574,0.30097087378640774,671764,476852,95783,0.7098504832054114,0.1425843004388446,880627,427756,250369,0.4857402736913585,0.284307658066355
19200,0.0268933253909075,632497.0,1051424,0.3338845783278147,3771.267499995441,0.0,0.3279421932672651,0.48978394809200004,0.7489597780859917,0.7281553398058253,633017,418677,102753,0.6613992989129833,0.1623226548418131,870509,386990,267180,0.44455600114415816,0.3069238801666611
19300,0.0424569221752376,494132.0,873232,0.3338419358280886,10636.736488611827,0.0,1.1016951212838233,0.4876814093833334,0.9070735090152566,0.7253814147018031,514561,274083,109191,0.5326540487911055,0.21220224618655514,664911,240800,241999,0.36215373185283445,0.36395698070869636
19400,0.0172636766760366,6770750.0,11781395,0.3763240477631844,0.0,204192.21814051937,-0.1508011841250421,2.582312008975371,0.536754507628294,0.9916782246879334,7279599,3962177,1811391,0.5442850629547039,0.24883115127632718,8909023,3233230,3855960,0.3629163377398397,0.43281513584598447
19500,0.0172100579669654,629804.0,1126217,0.3347635439028196,0.0,0.0,-0.15346686826703165,0.5331223817415816,0.5339805825242718,0.7364771151178918,670044,362598,151032,0.5411555062055626,0.2254060927342085,901181,296427,387540,0.3289317018445795,0.4300356976012588
19600,0.0288361668171563,3458563.0,5822286,0.3623711091394417,27341.14398347041,56046.194856460235,0.4245316425483864,1.8943459247992138,0.7725381414701803,0.9597780859916782,3597257,1891826,984249,0.5259079348514716,0.2736109763633791,4502322,1516795,2072922,0.3368917194283305,0.4604117608647271
19700,0.0180520274268138,3202465.0,5602247,0.3529493717937972,0.0,21723.32924255135,-0.1116078851613947,1.4297960602431095,0.5631067961165048,0.9181692094313454,3520352,2033278,772608,0.5775780376507804,0.21946896219468962,4273048,1511985,1776911,0.35384226903137994,0.41584157257302046
19800,0.0356918233044577,359729.0,586216,0.3633575459493318,5309.961371620033,6184.277244113853,0.7653644432198856,1.942983354353481,0.8432732316227461,0.9639389736477115,328753,172073,77021,0.5234111932058415,0.23428227270929847,476212,169259,180390,0.3554278346618733,0.3788018781551074
19901,0.008983240754871,296106.0,439269,0.3092876876876737,0.0,0.0,-0.562467692069153,-0.7229947355189464,0.34119278779472956,0.19694868238557559,232650,150412,34076,0.6465162260906941,0.1464689447668171,444887,183225,136099,0.41184615419196335,0.30591813202004103
19902,0.0148915619778013,85943.0,154018,0.3081326689319789,0.0,0.0,-0.26873219446827107,-0.7799442966066178,0.46740638002773927,0.17891816920943135,95089,61202,15780,0.6436286005741989,0.16594979440313812,126547,52449,40066,0.4144626107296103,0.316609639106419
19903,0.0057629419364744,21313.0,51398,0.326668864443753,0.0,0.0,-0.7225666508349935,0.1340046703915796,0.23439667128987518,0.5852981969486823,30456,22188,3084,0.7285263987391647,0.10126083530338849,33425,16557,8198,0.4953477935676889,0.24526551982049363
20001,0.0336022362977861,157811.0,289843,0.3278509055718674,1999.6890589501463,0.0,0.6614794552468375,0.19228660140074222,0.8183079056865464,0.6074895977808599,181206,107199,32897,0.5915863713122083,0.18154476121099744,230207,84981,76855,0.3691503733596285,0.33385170737640474
20002,0.0085116237960991,15041.0,33941,0.3297919645312846,0.0,0.0,-0.5859143932275531,0.28799280118241255,0.32038834951456313,0.6532593619972261,23087,15910,2928,0.6891324121800148,0.12682461991597002,23294,10209,5756,0.43826736498669183,0.2471022580922126
20003,0.0165982489757019,32899.0,73938,0.3114814213217798,0.0,0.0,-0.18388329481270088,-0.6148301130921405,0.5117891816920943,0.24410540915395285,55738,36289,6947,0.6510639061322616,0.12463669309986006,50111,23554,11738,0.4700365189279799,0.23423998722835307
20100,0.0314910108283105,395545.0,690459,0.3489893618705942,4177.031136305392,1116.7442524342996,0.5565186989803553,1.2345431035986316,0.8002773925104022,0.8862690707350902,428251,243350,86136,0.5682415219112156,0.20113438147254764,559686,190132,217991,0.33971190989233246,0.3894880343621245
20200,0.0199150318857381,179444.0,321496,0.3467245604818336,0.0,100.22015658855388,-0.018987575410635088,1.122874401766098,0.6061026352288488,0.871012482662968,180304,91448,47519,0.5071878605022628,0.2635493388943118,247220,73425,114447,0.2970026696869185,0.4629358466143516
20301,0.0323692961990464,48198.0,95549,0.3119826763639209,551.3117312991392,0.0,0.6001831479286363,-0.5901151424458446,0.8058252427184466,0.2579750346740638,60388,40950,8422,0.6781148572564085,0.13946479432999934,71643,32232,19506,0.44989740798124034,0.2722666555001884
20302,0.0261985824397718,143923.0,265884,0.3417747057076188,758.1523392197138,0.0,0.2934026584727539,0.878815978083033,0.7295423023578363,0.8183079056865464,160489,88786,37357,0.5532217161300774,0.23276984715463364,210130,70246,89839,0.3342978156379384,0.42754009422738304
20401,0.0439004017380499,886625.0,1582997,0.3412643356420284,20365.406428665436,0.0,1.1734585159370823,0.8536515804623419,0.9140083217753121,0.811373092926491,986950,589110,192303,0.5968995389837378,0.19484573686610263,1196324,469942,422875,0.3928216770707601,0.3534786562837492
