czone,china_exposure,working_age_25_64_cz,pop2000_cz,gpt_exposure,china_above_average_mass,gpt_above_average_mass,china_exposure_z,gpt_exposure_z,china_pctile,gpt_pctile,adult25p_1990,hs_less_1990,ba_plus_1990,hs_less_share_1990,ba_share_1990,adult25p_2024,hs_less_2024,ba_plus_2024,hs_less_share_2024,ba_share_2024
1204,0.0689255539973784,36104.0,59681,0.3229050552052043,1732.8019177832728,0.0,2.4175979718121634,-0.05157438024827897,0.9680998613037448,0.49514563106796117,31915,23224,3125,0.727682907723641,0.09791634027886574,62969,25125,17153,0.3990058600263622,0.27240388127491305
1301,0.0487611544102599,36156.0,71586,0.3071898225786412,1006.2336125391122,0.0,1.415113556517002,-0.8264324473236105,0.9334257975034674,0.1650485436893204,41974,32705,3268,0.7791728212703102,0.07785772144660981,49447,30420,5858,0.61520415798734,0.11847028131130301
1302,0.0270716863098366,357821.0,548986,0.3098291961717704,2197.331335567431,0.0,0.33680950621410677,-0.6962950214731704,0.753120665742025,0.20388349514563106,290537,191643,40173,0.6596165032336673,0.13827154544860035,534014,228717,134836,0.42829775998382064,0.2524952529334437
1400,0.0416487144406857,353034.0,644101,0.330449755899948,7314.121552180415,0.0,1.0615146212541136,0.32042597990608157,0.9015256588072122,0.6754507628294036,330581,197786,47338,0.5982981478064378,0.14319637244729733,466969,182072,120957,0.389901685122567,0.2590257597399399
1500,0.0176107713961157,264939.0,361559,0.3334108413381326,0.0,0.0,-0.133545175781862,0.46642578745575813,0.5478502080443828,0.7212205270457698,182332,111429,26820,0.6111324397253362,0.14709431147576948,390596,124548,140770,0.31886655265286895,0.3603979559442493
1600,0.0456315556912794,111353.0,216840,0.3164984519543223,2750.501149555834,0.0,1.259523803975603,-0.3674595045388394,0.9223300970873787,0.361997226074896,127040,87658,15725,0.6900031486146095,0.12377991183879093,155463,75679,32591,0.48679750165634267,0.20963830622077279
1701,0.0391305680341084,1267363.0,1412127,0.3747392107135616,23065.68872600278,36212.55821806636,0.9363235627691437,2.5041697503094444,0.869625520110957,0.9889042995839112,660696,313209,185013,0.4740591739620037,0.28002742562388755,1606416,418937,782397,0.2607898576707403,0.48704507425224847
1702,0.0297447327895881,29391.0,62926,0.3355076905227713,259.0497446166062,0.0,0.46970150856374876,0.5698134079107895,0.7794729542302358,0.7475728155339806,35969,26835,3142,0.7460591064527787,0.08735299841530207,42766,22197,7596,0.5190338119066549,0.1776177337136978
1800,0.0368500218175138,111478.0,222553,0.2935281609581562,1774.6409084814302,0.0,0.82294493075885,-1.5000367755467396,0.8529819694868238,0.056865464632454926,122366,80962,12589,0.6616380367095435,0.10287988493535787,152348,70491,29559,0.4626972457793998,0.19402289495103317
1900,0.0185614949406393,306219.0,536909,0.3350971883110769,0.0,0.0,-0.08627942246640309,0.5495731125335489,0.5728155339805825,0.7434119278779473,281152,161061,43187,0.5728609435465514,0.15360730138857273,414580,151881,115582,0.3663490761734768,0.2787929953205654
2000,0.0079900094078825,665517.0,1119468,0.3441213458773834,0.0,0.0,-0.6118467445837972,0.994519837470496,0.30097087378640774,0.8474341192787794,624748,328244,117415,0.5254022421840486,0.1879397773182147,860103,276526,304976,0.32150335483075865,0.3545807885799724
