czone,china_exposure
18400,0.015569522168602079
18500,0.050472099135065195
18600,0.009485498679923134
18700,0.04506578326913502
18800,0.02677495832628967
18900,0.04450481540409301
19000,0.03588052446323663
19100,0.03463226419338542
19200,0.026893325390907552
19300,0.0424569221752376
19400,0.01726367667603662
19500,0.01721005796696541
19600,0.028836166817156367
19700,0.01805202742681386
19800,0.03569182330445775
19901,0.008983240754871044
19902,0.014891561977801393
19903,0.0057629419364744194
20001,0.03360223629778615
20002,0.008511623796099155
20003,0.016598248975701974
20100,0.03149101082831053
20200,0.019915031885738142
20301,0.03236929619904649
20302,0.026198582439771863
20401,0.04390040173804995
20402,0.00016131297027399683
20403,0.0015289196440289032
20500,0.02645289312431557
20600,0.0327766746466345
20700,0.02063073183985764
20800,0.03361264652781901
20901,0.022829055560547304
20902,0.018975926552900035
21001,0.030634484010503282
21002,0.0044327083422821545
21003,0.004663002518186188
21004,0.008370050868030554
21101,0.01629376865868082
21102,0.025965826166677308
21201,0.08110616326050635
21202,0.0211303560058429
21301,0.016620329040768822
21302,0.04783822702908269
21400,0.020028293290969
21501,0.026104802323160883
21502,0.026105250350018573
21600,0.00893634962141071
21701,0.06361035423504258
21702,0.022382994123551603
21801,0.03069642816473088
21802,0.008816733591952453
21900,0.017883065790499975
22001,0.010742296403042598
22002,0.03777054978309735
22100,0.015099669050846254
22200,0.0413765405765929
22300,0.011280047686383434
22400,0.04024491578386813
22500,0.027234707909059047
22601,0.0238600480881192
22602,0.01907722719156859
22700,0.018198133607849692
22800,0.041073670827755655
22900,0.02633291565013149
23000,0.021694906186948748
23100,0.015088993654909386
23200,0.034935071874207246
23301,0.025141552539901853
23302,0.025353049565935093
23400,0.021853971653505222
23500,0.017540825935856513
23600,0.025201259598573778
23700,0.018737071490609575
23801,0.01305413492893795
23802,0.02078638823752421
23900,0.023810915897913232
24000,0.03454436437900583
24100,0.021444317897239232
24200,0.01767522730921378
24300,0.024633492321980425
24400,0.035413856066955116
24500,0.025975993615776183
24600,0.0535493646196274
24701,0.020528720766494188
24702,0.041643197828337364
24801,0.030287736809903043
24802,0.004067992672824011
24900,0.012630676866937085
25000,0.026772174942930604
25101,0.02861511921244686
25102,0.11624165267341868
25103,0.01965557015852415
25104,0.05075233079818453
