"sic","year","emp","pay","prode","prodh","prodw","vship","matcost","vadd","invest","invent","energy","cap","equip","plant","piship","pimat","piinv","pien","dtfp5","tfp5","dtfp4","tfp4","pctnmfg"
3259,1988,2.2,47.8,1.7,3.5,33.2,175.4,64.2,108.7,4.2,31.5,25.5,201.8,83.5,118.3,1.03400003910065,1.02100002765656,1.03999996185303,0.973999977111816,0.0350000001490116,1.03600001335144,0.0359999984502792,1.03699994087219,0
3259,1989,2.2,45.6,1.7,3.5,32,153.3,68.5,82.5,4.1,33.9,25.2,193.1,80.1,113,1.05900001525879,1.07000005245209,1.06900000572205,1.01600003242493,-0.152999997138977,0.888999998569489,-0.151999995112419,0.889999985694885,0
3259,1990,2.2,43.6,1.7,3.1,29.8,149.8,57.4,91.3,4.8,35.3,23.9,184.6,77.1,107.5,1.07799994945526,1.10199999809265,1.10599994659424,1.05299997329712,0.0839999988675117,0.967000007629395,0.0829999968409538,0.967000007629395,0
3259,1991,2,39.4,1.5,2.8,25.8,136.1,47.8,85,12.3,35.9,22.5,177.3,74.2,103.1,1.08500003814697,1.09399998188019,1.13399994373322,1.05400002002716,-0.00300000002607703,0.96399998664856,-0.00400000018998981,0.962999999523163,0
3259,1992,1.7,37.8,1.2,2.3,23.5,125.8,49.3,74.6,5.4,32.6,15,176.7,76.6,100.1,1.09599995613098,1.10300004482269,1.15199995040894,1.0460000038147,-0.0640000030398369,0.903999984264374,-0.0590000003576279,0.907000005245209,0
3259,1993,1.8,41.2,1.3,2.5,25.2,118.3,47.6,71.4,6.8,34.6,17,169.8,74.7,95.1,1.11000001430511,1.13100004196167,1.16999995708466,1.07400000095367,-0.0540000014007092,0.856000006198883,-0.0560000017285347,0.857999980449677,0
3259,1994,1.7,42.1,1.4,2.6,28.7,142.1,57,84.7,4,37.8,15.5,164.6,73.7,90.9,1.12100005149841,1.15900003910065,1.19500005245209,1.02699995040894,0.166999995708466,1.01199996471405,0.170000001788139,1.01699995994568,0
3259,1995,1.8,44.4,1.4,2.7,29.7,150.4,59.5,92.2,4.4,40.6,16.3,157.4,71.2,86.2,1.11800003051758,1.18400001525879,1.22200000286102,0.964999973773956,0.0320000015199184,1.04499995708466,0.028999999165535,1.04700005054474,0
3259,1996,2,55.9,1.6,2.9,37.6,177.5,75,108.5,4.2,48.5,21.7,150.8,69,81.8,1.12300002574921,1.19599997997284,1.23000001907349,1.15799999237061,0.0659999996423721,1.11600005626678,0.068000003695488,1.12100005149841,0
3259,1997,1.3,35.2,1,1.9,22.9,117.4,34.8,80.9,4.5,24.8,8.9,144.9,67.3,77.6,1.14199995994568,1.20899999141693,1.22500002384186,1.1710000038147,-0.0209999997168779,1.09200000762939,-0.0209999997168779,1.09800004959106,0
3259,1998,1.5,38.3,1.1,2.3,24.9,128.6,36,90.4,7.9,21.7,9.7,141.2,65.3,75.9,1.19599997997284,1.192999958992,1.21200001239777,1.11699998378754,-0.025000000372529,1.06500005722046,-0.025000000372529,1.07099997997284,0
3259,1999,1.5,41.5,1,2.2,27,135.9,40.5,95,8.1,21.6,11.1,140.5,66.4,74.1,1.20200002193451,1.20799994468689,1.20700001716614,1.11500000953674,0.00700000021606684,1.07299995422363,0.00700000021606684,1.07799994945526,0
3259,2000,1.5,43.1,1.2,2.3,29.9,147.5,45.1,108.8,6.1,21.4,13.6,139.9,66.6,73.3,1.1710000038147,1.24800002574921,1.21200001239777,1.31500005722046,0.128000006079674,1.22000002861023,0.128000006079674,1.22599995136261,0
3259,2001,1.5,43.9,1.2,2.4,30.1,158.1,46.3,108.8,5.8,28.5,16.3,137.5,65.4,72.1,1.0809999704361,1.28699994087219,1.21000003814697,1.43900001049042,0.148000001907349,1.41499996185303,0.150000005960464,1.42400002479553,0
3259,2002,1.7,55.9,1.3,2.7,38.8,200.8,59.4,146.9,15.5,34.8,18.8,135.2,64.9,70.3,0.934000015258789,1.29700005054474,1.20700001716614,1.34500002861023,0.273999989032745,1.86199998855591,0.273999989032745,1.87199997901917,0
3259,2003,1.6,53.5,1.2,2.7,37.4,204.4,62.4,143.3,6.3,37.4,19.1,140.7,70,70.7,0.944999992847443,1.33599996566772,1.21300005912781,1.56700003147125,-0.0149999996647239,1.83399999141693,-0.017000000923872,1.84099996089935,0
3259,2004,1.5,52,1.1,2.6,35.9,199.9,58.1,141.3,8.2,36.2,18.4,138.4,69.5,68.9,0.949999988079071,1.38100004196167,1.24300003051758,1.59399998188019,0.017000000923872,1.86500000953674,0.0179999992251396,1.87399995326996,0
3259,2005,1.5,56.7,1.2,2.8,40.5,220.2,70.1,149.9,20.1,36.8,21.6,137.4,69.4,68,0.973999977111816,1.47000002861023,1.28699994087219,1.84700000286102,0.0480000004172325,1.95700001716614,0.0450000017881393,1.96099996566772,0
